,user_id,group,decision_rank,decision,left_age,right_age,left_dependents,right_dependents,left_drinking,right_drinking
1737,114,nocf,1,0,0,1,0,0,0,0
1738,113,nocf,5,1,2,1,0,0,2,2
1739,113,nocf,6,1,1,1,0,0,2,0
1740,115,cf,1,2,0,1,0,0,0,0
1741,113,nocf,9,0,1,1,1,2,1,2
1742,115,cf,2,0,0,2,0,0,0,0
1743,115,cf,3,2,1,1,0,0,0,1
1744,113,nocf,10,1,1,1,1,2,2,2
1745,115,cf,4,1,4,1,0,0,0,2
1746,115,cf,5,1,2,1,0,0,2,2
1747,114,nocf,7,1,2,2,0,2,2,2
1748,115,cf,6,1,1,1,0,0,2,0
1749,113,nocf,14,0,1,1,2,2,1,2
1750,115,cf,10,2,1,1,1,2,2,2
1751,113,nocf,15,1,1,0,2,0,0,0
1752,115,cf,12,0,1,2,2,0,0,0
1753,114,nocf,9,0,1,1,1,2,1,2
1754,116,nocf,4,0,4,1,0,0,0,2
1755,114,nocf,12,0,1,2,2,0,0,0
1756,116,nocf,5,1,2,1,0,0,2,2
1757,116,nocf,6,1,1,1,0,0,2,0
1758,114,nocf,13,1,1,1,1,2,0,0
1759,114,nocf,14,0,1,1,2,2,1,2
1760,114,nocf,15,0,1,0,2,0,0,0
1761,116,nocf,10,0,1,1,1,2,2,2
1762,116,nocf,13,0,1,1,1,2,0,0
1763,118,nocf,2,0,0,2,0,0,0,0
1764,117,cf,2,0,0,2,0,0,0,0
1765,117,cf,3,0,1,1,0,0,0,1
1766,118,nocf,3,0,1,1,0,0,0,1
1767,117,cf,4,1,4,1,0,0,0,2
1768,117,cf,6,1,1,1,0,0,2,0
1769,118,nocf,4,1,4,1,0,0,0,2
1770,118,nocf,11,1,2,0,2,0,2,0
1771,117,cf,10,1,1,1,1,2,2,2
1772,118,nocf,14,0,1,1,2,2,1,2
1773,117,cf,11,1,2,0,2,0,2,0
1774,117,cf,15,0,1,0,2,0,0,0
1775,119,cf,2,0,0,2,0,0,0,0
1776,119,cf,5,2,2,1,0,0,2,2
1777,119,cf,6,1,1,1,0,0,2,0
1778,119,cf,7,0,2,2,0,2,2,2
1779,118,nocf,8,0,1,1,0,0,2,0
1780,118,nocf,9,0,1,1,1,2,1,2
1781,118,nocf,10,1,1,1,1,2,2,2
1782,117,cf,9,0,1,1,1,2,1,2
1783,118,nocf,12,0,1,2,2,0,0,0
1784,118,nocf,13,1,1,1,1,2,0,0
1785,118,nocf,15,0,1,0,2,0,0,0
1786,117,cf,12,0,1,2,2,0,0,0
1787,117,cf,13,1,1,1,1,2,0,0
1788,117,cf,14,0,1,1,2,2,1,2
1789,119,cf,1,0,0,1,0,0,0,0
1790,119,cf,3,0,1,1,0,0,0,1
1791,119,cf,4,0,4,1,0,0,0,2
1792,119,cf,9,0,1,1,1,2,1,2
1793,120,cf,1,1,0,1,0,0,0,0
1794,120,cf,3,0,1,1,0,0,0,1
1795,120,cf,5,2,2,1,0,0,2,2
1796,120,cf,7,1,2,2,0,2,2,2
1797,120,cf,10,2,1,1,1,2,2,2
1798,120,cf,12,0,1,2,2,0,0,0
1799,120,cf,13,1,1,1,1,2,0,0
1800,121,cf,2,0,0,2,0,0,0,0
1801,121,cf,4,1,4,1,0,0,0,2
1802,121,cf,5,1,2,1,0,0,2,2
1803,121,cf,7,1,2,2,0,2,2,2
1804,121,cf,9,0,1,1,1,2,1,2
1805,121,cf,10,1,1,1,1,2,2,2
1806,121,cf,11,1,2,0,2,0,2,0
1807,121,cf,13,1,1,1,1,2,0,0
1808,121,cf,15,1,1,0,2,0,0,0
1809,119,cf,8,0,1,1,0,0,2,0
1810,119,cf,10,1,1,1,1,2,2,2
1811,119,cf,11,1,2,0,2,0,2,0
1812,119,cf,12,0,1,2,2,0,0,0
1813,119,cf,13,1,1,1,1,2,0,0
1814,119,cf,14,0,1,1,2,2,1,2
1815,119,cf,15,0,1,0,2,0,0,0
1816,120,cf,2,0,0,2,0,0,0,0
1817,120,cf,4,1,4,1,0,0,0,2
1818,120,cf,6,1,1,1,0,0,2,0
1819,120,cf,8,0,1,1,0,0,2,0
1820,120,cf,9,2,1,1,1,2,1,2
1821,120,cf,11,1,2,0,2,0,2,0
1822,120,cf,14,0,1,1,2,2,1,2
1823,120,cf,15,0,1,0,2,0,0,0
1824,121,cf,1,0,0,1,0,0,0,0
1825,121,cf,3,0,1,1,0,0,0,1
1826,121,cf,6,1,1,1,0,0,2,0
1827,121,cf,8,0,1,1,0,0,2,0
1828,121,cf,12,0,1,2,2,0,0,0
1829,121,cf,14,0,1,1,2,2,1,2
